protein1	protein2	biogrid_id	interaction_type	pmid
CLIP1	PAFAH1B1	BIOGRID:298559;BIOGRID:298560;BIOGRID:298561;BIOGRID:718860;BIOGRID:718864;BIOGRID:718871	direct interaction;physical association	pubmed:11940666;pubmed:12885786
CLIP1	UBC	BIOGRID:617720;BIOGRID:944340	physical association	pubmed:21139048;pubmed:24816145
CLIP3	UBC	BIOGRID:621666;BIOGRID:731015	physical association	pubmed:21139048;pubmed:22505724
CLK1	SRSF1	BIOGRID:287378;BIOGRID:303685	direct interaction	pubmed:12565863;pubmed:8798720
CLK2	CLK2	BIOGRID:1037592;BIOGRID:906869	direct interaction;physical association	pubmed:23602568;pubmed:25416956
CLK2	CLK3	BIOGRID:1037593;BIOGRID:121256	direct interaction	pubmed:16189514;pubmed:25416956
CLK2	FANCM	BIOGRID:468106;BIOGRID:468108;BIOGRID:519617	physical association	pubmed:18995830;pubmed:20064461
CLK2	RBM39	BIOGRID:1037601;BIOGRID:907066	direct interaction;physical association	pubmed:23602568;pubmed:25416956
CLK3	CLK3	BIOGRID:1037618;BIOGRID:906528	direct interaction;physical association	pubmed:23602568;pubmed:25416956
CLK3	SRPK2	BIOGRID:1037624;BIOGRID:907222	direct interaction	pubmed:23602568;pubmed:25416956
CLK3	UBC	BIOGRID:628067;BIOGRID:845688;BIOGRID:939613	physical association	pubmed:21906983;pubmed:21963094;pubmed:24654937
CLK4	UBL5	BIOGRID:256503;BIOGRID:259180;BIOGRID:259183	direct interaction	pubmed:12705895;pubmed:12824502
CLN3	COX15	BIOGRID:446042;BIOGRID:861133	physical association	pubmed:20562859;pubmed:23464991
CLN3	CPT1A	BIOGRID:446081;BIOGRID:861096	physical association	pubmed:20562859;pubmed:23464991
CLN3	DDOST	BIOGRID:446079;BIOGRID:861145	physical association	pubmed:20562859;pubmed:23464991
CLN3	GCN1L1	BIOGRID:446044;BIOGRID:861091	physical association	pubmed:20562859;pubmed:23464991
CLN3	HSD17B12	BIOGRID:446049;BIOGRID:861101	physical association	pubmed:20562859;pubmed:23464991
CLN3	IMMT	BIOGRID:446043;BIOGRID:861092	physical association	pubmed:20562859;pubmed:23464991
CLN3	KIAA0368	BIOGRID:446045;BIOGRID:861118	physical association	pubmed:20562859;pubmed:23464991
CLN3	NUP205	BIOGRID:446057;BIOGRID:861121	physical association	pubmed:20562859;pubmed:23464991
CLN3	PRKDC	BIOGRID:446047;BIOGRID:861094	physical association	pubmed:20562859;pubmed:23464991
CLN3	RPN2	BIOGRID:446053;BIOGRID:861103	physical association	pubmed:20562859;pubmed:23464991
CLN3	SLC25A10	BIOGRID:446067;BIOGRID:861119;BIOGRID:861180	physical association	pubmed:20562859;pubmed:23464991
CLN3	SLC25A11	BIOGRID:446052;BIOGRID:861134	physical association	pubmed:20562859;pubmed:23464991
CLN3	SLC25A22	BIOGRID:446071;BIOGRID:861112	physical association	pubmed:20562859;pubmed:23464991
CLN3	UBC	BIOGRID:1030491;BIOGRID:610443;BIOGRID:614663;BIOGRID:618446;BIOGRID:624186;BIOGRID:627855;BIOGRID:729660;BIOGRID:985823	physical association	pubmed:20972266;pubmed:21139048;pubmed:21890473;pubmed:21906983;pubmed:21963094;pubmed:22053931;pubmed:25015289;pubmed:25147182
CLN3	XPO1	BIOGRID:446058;BIOGRID:861098	physical association	pubmed:20562859;pubmed:23464991
CLN5	UBC	BIOGRID:624183;BIOGRID:627854	physical association	pubmed:21890473;pubmed:21906983
CLN6	UBC	BIOGRID:608986;BIOGRID:621291	physical association	pubmed:21139048;pubmed:21987572
CLNS1A	LSM2	BIOGRID:1037636;BIOGRID:827772;BIOGRID:828352	direct interaction	pubmed:22365833;pubmed:25416956
CLNS1A	LSM3	BIOGRID:1037635;BIOGRID:827784;BIOGRID:828353	direct interaction	pubmed:22365833;pubmed:25416956
CLNS1A	LSM6	BIOGRID:1037634;BIOGRID:827796;BIOGRID:828354	direct interaction	pubmed:22365833;pubmed:25416956
CLNS1A	PRMT5	BIOGRID:23906;BIOGRID:260654;BIOGRID:260663;BIOGRID:260664;BIOGRID:260672;BIOGRID:260675;BIOGRID:260676;BIOGRID:260679;BIOGRID:260680;BIOGRID:470343;BIOGRID:616144;BIOGRID:616149;BIOGRID:828309;BIOGRID:828355	direct interaction;physical association	pubmed:11713266;pubmed:11756452;pubmed:18984161;pubmed:19520849;pubmed:22365833;pubmed:9556550
CLNS1A	SNRPB	BIOGRID:260655;BIOGRID:616141;BIOGRID:616146;BIOGRID:827270;BIOGRID:828347	direct interaction;physical association	pubmed:11713266;pubmed:18984161;pubmed:22365833
CLNS1A	SNRPD1	BIOGRID:1037631;BIOGRID:260653;BIOGRID:260658;BIOGRID:260661;BIOGRID:616143;BIOGRID:616148;BIOGRID:616341;BIOGRID:827273;BIOGRID:828348	direct interaction;physical association	pubmed:11713266;pubmed:18984161;pubmed:22365833;pubmed:25416956
CLNS1A	SNRPD2	BIOGRID:1037632;BIOGRID:260659;BIOGRID:616151;BIOGRID:616342;BIOGRID:827277;BIOGRID:828349	direct interaction;physical association	pubmed:11713266;pubmed:18984161;pubmed:22365833;pubmed:25416956
CLNS1A	SNRPD3	BIOGRID:260652;BIOGRID:260656;BIOGRID:260657;BIOGRID:260662;BIOGRID:470342;BIOGRID:616145;BIOGRID:616150;BIOGRID:827282;BIOGRID:828350;BIOGRID:893552	direct interaction;physical association	pubmed:11713266;pubmed:18984161;pubmed:19520849;pubmed:21988832;pubmed:22365833
CLNS1A	SNRPE	BIOGRID:260660;BIOGRID:616152;BIOGRID:616343	direct interaction;physical association	pubmed:11713266;pubmed:18984161
CLNS1A	SNRPF	BIOGRID:616153;BIOGRID:616344;BIOGRID:827294;BIOGRID:828351	direct interaction;physical association	pubmed:18984161;pubmed:22365833
CLNS1A	SNRPG	BIOGRID:1037633;BIOGRID:616154;BIOGRID:616345	direct interaction;physical association	pubmed:18984161;pubmed:25416956
CLNS1A	UBC	BIOGRID:618445;BIOGRID:624181;BIOGRID:627852;BIOGRID:729483;BIOGRID:851396	physical association	pubmed:21139048;pubmed:21890473;pubmed:21906983;pubmed:22053931;pubmed:23000965
CLP1	UBC	BIOGRID:1031567;BIOGRID:617914;BIOGRID:627346;BIOGRID:846128;BIOGRID:944536	physical association	pubmed:21139048;pubmed:21906983;pubmed:21963094;pubmed:24816145;pubmed:25147182
CLPP	UBC	BIOGRID:628224;BIOGRID:847588	physical association	pubmed:21906983;pubmed:21963094
CLPTM1	UBC	BIOGRID:1030891;BIOGRID:618444;BIOGRID:624178;BIOGRID:627851;BIOGRID:846423;BIOGRID:850172	physical association	pubmed:21139048;pubmed:21890473;pubmed:21906983;pubmed:21963094;pubmed:23000965;pubmed:25147182
CLPTM1L	UBC	BIOGRID:609578;BIOGRID:618666;BIOGRID:625841;BIOGRID:628044;BIOGRID:847498;BIOGRID:851381;BIOGRID:943951	physical association	pubmed:21139048;pubmed:21890473;pubmed:21906983;pubmed:21963094;pubmed:21987572;pubmed:23000965;pubmed:24816145
CLPX	FBXW11	BIOGRID:1035008;BIOGRID:423780	physical association	pubmed:19615732;pubmed:25332235
CLSPN	FBXW11	BIOGRID:1034989;BIOGRID:435989;BIOGRID:727971;BIOGRID:824862	physical association	pubmed:16885022;pubmed:18662541;pubmed:22017875;pubmed:25332235
CLSPN	FZR1	BIOGRID:680379;BIOGRID:824859;BIOGRID:824864	direct interaction;physical association	pubmed:18662541;pubmed:19477924
CLSPN	PLK1	BIOGRID:435990;BIOGRID:435991	physical association	pubmed:16885021;pubmed:16885022
CLSPN	RAD9A	BIOGRID:258711;BIOGRID:827354	physical association	pubmed:12766152;pubmed:20424596
CLSPN	SUMO2	BIOGRID:614147;BIOGRID:637175	physical association	pubmed:19471022;pubmed:21693764
CLSPN	UBC	BIOGRID:622840;BIOGRID:631934;BIOGRID:684644;BIOGRID:684646;BIOGRID:937001	physical association	pubmed:21139048;pubmed:21906983;pubmed:22863316;pubmed:24632611
CLTA	UBC	BIOGRID:618439;BIOGRID:624173;BIOGRID:730605;BIOGRID:851359;BIOGRID:942999	physical association	pubmed:21139048;pubmed:21890473;pubmed:22505724;pubmed:23000965;pubmed:24816145
CLTB	UBC	BIOGRID:618438;BIOGRID:848998;BIOGRID:851865;BIOGRID:943085	physical association	pubmed:21139048;pubmed:22505724;pubmed:23000965;pubmed:24816145
CLTC	GGA1	BIOGRID:277862;BIOGRID:676907;BIOGRID:677188;BIOGRID:677189;BIOGRID:697799	direct interaction;physical association	pubmed:11301005;pubmed:17052248;pubmed:17344219;pubmed:17506864
CLTC	GGA2	BIOGRID:277863;BIOGRID:674550;BIOGRID:676908	direct interaction;physical association	pubmed:11301005;pubmed:11387476;pubmed:17344219
CLTC	HGS	BIOGRID:327600;BIOGRID:3830;BIOGRID:445167	direct interaction;physical association	pubmed:11532964;pubmed:16716190
CLTC	HIP1	BIOGRID:297137;BIOGRID:316767;BIOGRID:859846	direct interaction;physical association	pubmed:11532990;pubmed:11604514;pubmed:22820750
CLTC	MAP1LC3A	BIOGRID:446307;BIOGRID:836003	physical association	pubmed:20562859;pubmed:22963397
CLTC	STAM	BIOGRID:445168;BIOGRID:935937	direct interaction;physical association	pubmed:16431367;pubmed:16716190
CLTC	STAMBP	BIOGRID:445165;BIOGRID:674969;BIOGRID:674971;BIOGRID:935936	direct interaction;physical association	pubmed:16431367;pubmed:16716190
CLTC	SUMO2	BIOGRID:643595;BIOGRID:816008;BIOGRID:984789	physical association	pubmed:21252943;pubmed:23077236;pubmed:25027693
CLTC	TNK2	BIOGRID:287631;BIOGRID:724144	direct interaction	pubmed:11278436;pubmed:19798056
CLTC	TOM1	BIOGRID:253428;BIOGRID:676048;BIOGRID:691296	direct interaction;physical association	pubmed:14563850;pubmed:15657082;pubmed:16412388
CLTC	TOM1L1	BIOGRID:676049;BIOGRID:724143;BIOGRID:725545;BIOGRID:725547;BIOGRID:725549;BIOGRID:727736;BIOGRID:727744	direct interaction;physical association	pubmed:16412388;pubmed:17785434;pubmed:19798056
CLTC	UBC	BIOGRID:1030882;BIOGRID:560674;BIOGRID:604739;BIOGRID:606296;BIOGRID:608111;BIOGRID:608987;BIOGRID:618437;BIOGRID:624171;BIOGRID:627846;BIOGRID:656812;BIOGRID:729762;BIOGRID:730607;BIOGRID:845945;BIOGRID:848557;BIOGRID:849615;BIOGRID:943641;BIOGRID:985825	physical association	pubmed:16196087;pubmed:18781797;pubmed:21139048;pubmed:21853274;pubmed:21890473;pubmed:21906983;pubmed:21963094;pubmed:21987572;pubmed:22053931;pubmed:22108332;pubmed:22178446;pubmed:22505724;pubmed:22536838;pubmed:23000965;pubmed:24816145;pubmed:25015289;pubmed:25147182
CLTCL1	UBC	BIOGRID:614813;BIOGRID:627942;BIOGRID:732392;BIOGRID:845053;BIOGRID:848564;BIOGRID:848697;BIOGRID:851203;BIOGRID:946068	physical association	pubmed:21139048;pubmed:21890473;pubmed:21906983;pubmed:21963094;pubmed:22053931;pubmed:22505724;pubmed:23000965;pubmed:24816145
CLU	CLU	BIOGRID:14817;BIOGRID:721712	direct interaction	pubmed:12551933;pubmed:17872975
CLU	COMMD1	BIOGRID:560006;BIOGRID:560007;BIOGRID:560008;BIOGRID:722540	direct interaction;physical association	pubmed:20068069;pubmed:22130675
CLU	HSPA5	BIOGRID:948129;BIOGRID:948858;BIOGRID:948861	physical association	pubmed:22689054;pubmed:23457489
CLU	LRP2	BIOGRID:298080;BIOGRID:721739;BIOGRID:722541	direct interaction	pubmed:17260971;pubmed:7768901;pubmed:9228033
CLU	UBC	BIOGRID:555622;BIOGRID:560009;BIOGRID:656842	physical association	pubmed:17451556;pubmed:20068069;pubmed:22532874
CLU	XRCC6	BIOGRID:276065;BIOGRID:276066;BIOGRID:276067;BIOGRID:276068;BIOGRID:327851;BIOGRID:327852;BIOGRID:714754;BIOGRID:714755;BIOGRID:715114;BIOGRID:715117;BIOGRID:722324	direct interaction;physical association	pubmed:10219089;pubmed:12551933;pubmed:19118032;pubmed:19177010;pubmed:21042904
CLUAP1	MAGEA11	BIOGRID:1039986;BIOGRID:119883;BIOGRID:126275	direct interaction;physical association	pubmed:16189514;pubmed:25416956
CLUAP1	UBC	BIOGRID:605781;BIOGRID:628609	physical association	pubmed:21906983;pubmed:22118674
CMAS	UBC	BIOGRID:619155;BIOGRID:626837;BIOGRID:850856;BIOGRID:943010	physical association	pubmed:21139048;pubmed:21890473;pubmed:23000965;pubmed:24816145
CMIP	UBC	BIOGRID:1030986;BIOGRID:609579;BIOGRID:610466;BIOGRID:618033;BIOGRID:624752;BIOGRID:627465;BIOGRID:732363;BIOGRID:847020;BIOGRID:850839	physical association	pubmed:20972266;pubmed:21139048;pubmed:21890473;pubmed:21906983;pubmed:21963094;pubmed:21987572;pubmed:22505724;pubmed:23000965;pubmed:25147182
CMPK1	UBC	BIOGRID:618423;BIOGRID:625526;BIOGRID:627833;BIOGRID:731537;BIOGRID:851816;BIOGRID:944746	physical association	pubmed:21139048;pubmed:21890473;pubmed:21906983;pubmed:22505724;pubmed:23000965;pubmed:24816145
CMPK2	UBC	BIOGRID:730634;BIOGRID:945092	physical association	pubmed:22505724;pubmed:24816145
CMTM6	UBC	BIOGRID:621437;BIOGRID:729191	physical association	pubmed:21139048;pubmed:22053931
CNBP	UBC	BIOGRID:732243;BIOGRID:850058;BIOGRID:943233	physical association	pubmed:22505724;pubmed:23000965;pubmed:24816145
CNDP2	UBC	BIOGRID:608273;BIOGRID:619890;BIOGRID:623930;BIOGRID:629190;BIOGRID:852087;BIOGRID:944271	physical association	pubmed:18781797;pubmed:21139048;pubmed:21890473;pubmed:21906983;pubmed:23000965;pubmed:24816145
CNIH4	UBC	BIOGRID:560854;BIOGRID:621708	physical association	pubmed:16196087;pubmed:21139048
CNKSR1	CYTH3	BIOGRID:1044330;BIOGRID:119607	direct interaction	pubmed:16189514;pubmed:25416956
CNN2	UBC	BIOGRID:1031477;BIOGRID:618370;BIOGRID:624091;BIOGRID:627791;BIOGRID:730623;BIOGRID:847318;BIOGRID:851162;BIOGRID:943567	physical association	pubmed:21139048;pubmed:21890473;pubmed:21906983;pubmed:21963094;pubmed:22505724;pubmed:23000965;pubmed:24816145;pubmed:25147182
CNN3	UBC	BIOGRID:618369;BIOGRID:624089;BIOGRID:627790;BIOGRID:850231;BIOGRID:985828	physical association	pubmed:21139048;pubmed:21890473;pubmed:21906983;pubmed:23000965;pubmed:25015289
CNNM2	UBC	BIOGRID:621917;BIOGRID:626865;BIOGRID:850861	physical association	pubmed:21139048;pubmed:21890473;pubmed:23000965
CNNM3	MDFI	BIOGRID:121577;BIOGRID:838858	direct interaction	pubmed:16189514;pubmed:19060904
CNNM3	UBC	BIOGRID:609580;BIOGRID:621106;BIOGRID:625889;BIOGRID:630333;BIOGRID:845885;BIOGRID:848539;BIOGRID:849561	physical association	pubmed:21139048;pubmed:21890473;pubmed:21906983;pubmed:21963094;pubmed:21987572;pubmed:22053931;pubmed:23000965
CNOT1	CNOT2	BIOGRID:1055631;BIOGRID:1055635;BIOGRID:303882	direct interaction;physical association	pubmed:10637334;pubmed:16778766
CNOT1	CNOT4	BIOGRID:303883;BIOGRID:692507	direct interaction	pubmed:10637334;pubmed:11823428
CNOT1	CNOT8	BIOGRID:1055633;BIOGRID:1055638;BIOGRID:241427;BIOGRID:303884	direct interaction;physical association	pubmed:10637334;pubmed:16778766;pubmed:17353931
CNOT1	UBC	BIOGRID:560879;BIOGRID:605987;BIOGRID:619354;BIOGRID:623230;BIOGRID:628669;BIOGRID:845723;BIOGRID:849382;BIOGRID:944010	physical association	pubmed:16196087;pubmed:21139048;pubmed:21890473;pubmed:21906983;pubmed:21963094;pubmed:22118674;pubmed:23000965;pubmed:24816145
CNOT10	UBC	BIOGRID:621838;BIOGRID:626886;BIOGRID:630992;BIOGRID:731002;BIOGRID:845852	physical association	pubmed:21139048;pubmed:21890473;pubmed:21906983;pubmed:21963094;pubmed:22505724
CNOT2	CNOT3	BIOGRID:1055636;BIOGRID:119746	direct interaction;physical association	pubmed:16189514;pubmed:16778766
CNOT2	UBC	BIOGRID:629006;BIOGRID:846942;BIOGRID:945542	physical association	pubmed:21906983;pubmed:21963094;pubmed:24816145
CNOT3	CNOT8	BIOGRID:1055639;BIOGRID:303885;BIOGRID:303891	direct interaction;physical association	pubmed:10637334;pubmed:16778766
CNOT3	UBC	BIOGRID:619686;BIOGRID:626219;BIOGRID:729676;BIOGRID:944174	physical association	pubmed:21139048;pubmed:21890473;pubmed:22053931;pubmed:24816145
CNOT4	CNOT4	BIOGRID:692477;BIOGRID:692527	direct interaction	pubmed:11823428;pubmed:15001359
CNOT4	UBC	BIOGRID:619682;BIOGRID:692481	direct interaction;physical association	pubmed:15001359;pubmed:21139048
CNOT4	UBE2D2	BIOGRID:437731;BIOGRID:692464;BIOGRID:692467;BIOGRID:692511;BIOGRID:692520;BIOGRID:692524;BIOGRID:733160;BIOGRID:733163	direct interaction	pubmed:11823428;pubmed:15001359;pubmed:19690564
CNOT4	UBE2E1	BIOGRID:692465;BIOGRID:692512	direct interaction	pubmed:11823428;pubmed:15001359
CNOT4	UBE2E3	BIOGRID:437848;BIOGRID:692466;BIOGRID:692513	direct interaction	pubmed:11823428;pubmed:15001359;pubmed:19690564
CNOT6	UBC	BIOGRID:621997;BIOGRID:631165;BIOGRID:731856	physical association	pubmed:21139048;pubmed:21906983;pubmed:22505724
CNOT7	TOB1	BIOGRID:1034035;BIOGRID:266522;BIOGRID:279579	direct interaction;physical association	pubmed:10602502;pubmed:18056425
CNOT7	TOB2	BIOGRID:1045685;BIOGRID:279578;BIOGRID:279580;BIOGRID:279581	direct interaction;physical association	pubmed:10602502;pubmed:25416956
CNOT7	UBC	BIOGRID:618412;BIOGRID:627825;BIOGRID:846161;BIOGRID:945838	physical association	pubmed:21139048;pubmed:21906983;pubmed:21963094;pubmed:24816145
CNOT8	UBC	BIOGRID:1030280;BIOGRID:609581;BIOGRID:621076;BIOGRID:624302;BIOGRID:630306;BIOGRID:732677;BIOGRID:846613	physical association	pubmed:21139048;pubmed:21890473;pubmed:21906983;pubmed:21963094;pubmed:21987572;pubmed:22505724;pubmed:25147182
CNP	UBC	BIOGRID:1031529;BIOGRID:618368;BIOGRID:624086;BIOGRID:627789;BIOGRID:729625;BIOGRID:730624;BIOGRID:849392;BIOGRID:944414	physical association	pubmed:21139048;pubmed:21890473;pubmed:21906983;pubmed:22053931;pubmed:22505724;pubmed:23000965;pubmed:24816145;pubmed:25147182
CNPPD1	UBC	BIOGRID:609541;BIOGRID:731059	physical association	pubmed:21987572;pubmed:22505724
CNPY2	UBC	BIOGRID:620412;BIOGRID:629675;BIOGRID:944683	physical association	pubmed:21139048;pubmed:21906983;pubmed:24816145
CNST	PPP1CC	BIOGRID:811221;BIOGRID:824791	direct interaction	pubmed:21382349;pubmed:23080069
CNTF	IL6R	BIOGRID:259795;BIOGRID:259796;BIOGRID:277669	direct interaction;physical association	pubmed:12643274;pubmed:1281789
CNTFR	LIFR	BIOGRID:259174;BIOGRID:259175;BIOGRID:316698	direct interaction;physical association	pubmed:11943154;pubmed:12707266
CNTLN	UBC	BIOGRID:573312;BIOGRID:846458	direct interaction;physical association	pubmed:19850743;pubmed:21963094
CNTN1	PTPRB	BIOGRID:303300;BIOGRID:303301	direct interaction	pubmed:7628014;pubmed:9049255
CNTN2	CREBBP	BIOGRID:662238;BIOGRID:853851	direct interaction;physical association	pubmed:11279015;pubmed:15806143
CNTN2	HDAC1	BIOGRID:471910;BIOGRID:483545;BIOGRID:483546;BIOGRID:483547	direct interaction;physical association	pubmed:12370815;pubmed:16865259
CNTN2	IKBKB	BIOGRID:331391;BIOGRID:445629	physical association	pubmed:16424386;pubmed:17891179
CNTN2	IKBKG	BIOGRID:331162;BIOGRID:331389;BIOGRID:331390;BIOGRID:445630;BIOGRID:573944;BIOGRID:697442	physical association	pubmed:16424386;pubmed:16611882;pubmed:17891179;pubmed:17942533;pubmed:19064727
CNTN2	KAT2B	BIOGRID:513076;BIOGRID:513077;BIOGRID:664551;BIOGRID:664552	direct interaction;physical association	pubmed:10567539;pubmed:10766811
CNTN2	UBC	BIOGRID:1059836;BIOGRID:331157;BIOGRID:331394;BIOGRID:445634;BIOGRID:570492	physical association	pubmed:16424386;pubmed:17891179;pubmed:17942533;pubmed:17986383;pubmed:19609363
CNTNAP2	MEOX2	BIOGRID:1040288;BIOGRID:951220	direct interaction	pubmed:24722188;pubmed:25416956
CNTRL	UBC	BIOGRID:573286;BIOGRID:619349;BIOGRID:623278	direct interaction;physical association	pubmed:19850743;pubmed:21139048;pubmed:21890473
CNTROB	UBC	BIOGRID:1030087;BIOGRID:609582;BIOGRID:622088;BIOGRID:631236;BIOGRID:730597;BIOGRID:846263	physical association	pubmed:21139048;pubmed:21906983;pubmed:21963094;pubmed:21987572;pubmed:22505724;pubmed:25147182
COASY	UBC	BIOGRID:608145;BIOGRID:619646;BIOGRID:623418;BIOGRID:945080	physical association	pubmed:18781797;pubmed:21139048;pubmed:21890473;pubmed:24816145
COBRA1	RDBP	BIOGRID:119392;BIOGRID:245745;BIOGRID:260226;BIOGRID:260230;BIOGRID:636294;BIOGRID:636317	direct interaction;physical association	pubmed:12612062;pubmed:14667819;pubmed:20305087
COBRA1	TH1L	BIOGRID:242114;BIOGRID:245744;BIOGRID:636325	direct interaction;physical association	pubmed:12612062;pubmed:17353931;pubmed:20305087
COBRA1	UBC	BIOGRID:621802;BIOGRID:626849;BIOGRID:630954;BIOGRID:845963;BIOGRID:944872	physical association	pubmed:21139048;pubmed:21890473;pubmed:21906983;pubmed:21963094;pubmed:24816145
COBRA1	WHSC2	BIOGRID:245743;BIOGRID:636337	direct interaction;physical association	pubmed:12612062;pubmed:20305087
COG1	UBC	BIOGRID:1031413;BIOGRID:614907;BIOGRID:621005;BIOGRID:630236;BIOGRID:732689;BIOGRID:945713	physical association	pubmed:21139048;pubmed:21906983;pubmed:21963094;pubmed:22505724;pubmed:24816145;pubmed:25147182
COG2	UBC	BIOGRID:609583;BIOGRID:618612;BIOGRID:626092;BIOGRID:627998;BIOGRID:846129;BIOGRID:943313	physical association	pubmed:21139048;pubmed:21890473;pubmed:21906983;pubmed:21963094;pubmed:21987572;pubmed:24816145
COG4	UBC	BIOGRID:623407;BIOGRID:631366;BIOGRID:845686;BIOGRID:944852	physical association	pubmed:21890473;pubmed:21906983;pubmed:21963094;pubmed:24816145
COG5	UBC	BIOGRID:619910;BIOGRID:624151;BIOGRID:629208;BIOGRID:944580	physical association	pubmed:21139048;pubmed:21890473;pubmed:21906983;pubmed:24816145
COG7	UBC	BIOGRID:619358;BIOGRID:628673	physical association	pubmed:21139048;pubmed:21906983
COG8	UBC	BIOGRID:630457;BIOGRID:732492;BIOGRID:847745	physical association	pubmed:21906983;pubmed:21963094;pubmed:22505724
COIL	COIL	BIOGRID:288365;BIOGRID:288366;BIOGRID:288367;BIOGRID:720546	direct interaction;physical association	pubmed:11102515;pubmed:16713569
COIL	SMN1	BIOGRID:289268;BIOGRID:305265;BIOGRID:305266;BIOGRID:305267;BIOGRID:305268	direct interaction;physical association	pubmed:11641277;pubmed:12361597
COIL	SUMO2	BIOGRID:613699;BIOGRID:636636	physical association	pubmed:19471022;pubmed:21693764
COIL	TAF9	BIOGRID:720563;BIOGRID:810441;BIOGRID:810443	direct interaction;physical association	pubmed:16079131;pubmed:16713569
COIL	UBC	BIOGRID:604740;BIOGRID:618888;BIOGRID:624887;BIOGRID:628258;BIOGRID:729538;BIOGRID:847697	physical association	pubmed:21139048;pubmed:21890473;pubmed:21906983;pubmed:21963094;pubmed:22053931;pubmed:22178446
COIL	ZNF277	BIOGRID:1043552;BIOGRID:721018	direct interaction	pubmed:16713569;pubmed:25416956
COL17A1	DST	BIOGRID:283265;BIOGRID:326024	direct interaction	pubmed:10637308;pubmed:12482924
COL17A1	ITGB4	BIOGRID:305773;BIOGRID:305787	direct interaction;physical association	pubmed:9500991;pubmed:9660880
