#VALUE = Log10 normalized expression of ORF																																
ORF	ORF_BNAME	P	A384	A744	A1224	A1824	A2496	B384	B744	B1224	B1824	B2496	C384	C744	C1224	C1824	C2496	D384	D744	D1224	D1824	D2496	E384	E744	E1224	E1824	E2496	F384	F744	F1224	F1824	F2496
fhuA	b0150	2.652815	2.72047	2.676322	2.631028	2.667722	2.729452	2.745697	2.571782	2.510434	2.536235	2.568724	2.725056	2.682056	2.658166	2.53031	2.467434	2.744932	2.663326	2.662944	2.51999	2.510434	2.682056	2.658166	2.666958	2.63313	2.594525	2.700403	2.557831	2.666958	2.627588	2.626059
fhuC	b0151	2.179806	2.229878	2.176366	2.155725	2.132027	2.205415	2.278039	2.194904	2.025002	2.05367	2.014874	2.195286	2.252047	2.174837	2.091893	2.033985	2.238478	2.192037	2.222233	2.106609	2.116929	2.196242	2.193566	2.219367	2.14292	2.109666	2.159165	2.118075	2.217455	2.145023	2.143685
hemL	b0154	2.875464	2.964906	2.992617	2.939296	2.935665	2.863424	2.94675	2.961848	2.866864	2.937768	2.911776	2.922478	2.992617	2.946177	2.841254	2.777231	2.997204	2.974462	2.993	2.916554	2.919038	2.947705	2.969684	2.937003	2.937003	2.909673	2.885975	2.885975	2.957261	2.950572	2.993764
yadR	yadR	2.520755	2.6553	2.639819	3.013831	2.917509	2.709385	2.620326	2.875464	2.882726	2.845841	2.893811	2.657211	2.690847	2.659504	2.572356	2.686642	2.639819	2.761559	2.680145	2.783729	2.675558	2.734612	2.773026	2.694096	2.770159	2.654153	2.660269	2.700403	2.709385	2.907189	2.78736
btuF	b0158	2.252047	2.188788	2.211149	2.246123	2.257781	2.266381	2.246123	2.384108	2.3176	2.32964	2.297533	2.219749	2.242682	2.343973	2.318555	2.416406	2.216882	2.229878	2.222806	2.409908	2.338622	2.196624	2.16165	2.295239	2.34684	2.308044	2.324097	2.409143	2.342444	2.232744	2.274216
pfs	pfs	2.996058	3.023769	3.05645	3.040778	3.031987	3.052628	3.068299	2.94675	3.002747	3.048996	3.145509	3.002747	3.05645	3.048996	3.023769	3.158314	3.062374	3.023769	2.923243	3.036191	3.013831	2.99816	3.047467	2.99816	3.046703	3.022431	3.099068	2.994338	3.004658	3.053201	3.062374
degP	b0161	2.744932	2.781435	2.810867	2.71875	2.657211	2.57656	2.796725	2.738052	2.65186	2.431313	2.497439	2.716265	2.738817	2.60045	2.469918	2.45654	2.916554	2.920758	2.764044	2.47202	2.395001	2.799209	2.810485	2.793858	2.573694	2.473932	2.643068	2.664855	2.709576	2.668487	2.656446
yaeH	b0163	2.548275	2.276319	2.324097	2.237331	2.22682	2.223953	2.384108	2.148463	2.256252	2.221851	2.23026	2.287021	2.223953	2.17541	2.092657	2.154578	2.285683	2.247078	2.132982	2.017931	2.117693	2.331169	2.306706	2.267527	2.216882	2.196242	2.34856	2.138716	2.159165	2.164134	2.187259
dapD	b0166	3.232849	3.194817	3.235333	3.243933	3.253107	3.241831	3.229218	3.157167	3.109771	3.185452	3.223866	3.147803	3.26897	3.218706	3.145509	3.145509	3.175514	3.218706	3.350194	3.251387	3.256356	3.124104	3.229218	3.264574	3.232849	3.305855	3.23648	3.231893	3.191186	3.197493	3.256356
glnD	b0167	2.53203	2.544262	2.53031	2.375316	2.419464	2.453864	2.559742	2.558404	2.463229	2.440678	2.435135	2.554773	2.543497	2.556684	2.530884	2.373214	2.53031	2.528399	2.426344	2.384108	2.426344	2.514448	2.482723	2.517697	2.469918	2.448704	2.503554	2.390605	2.50967	2.466287	2.440104
map	b0168	2.897251	2.973124	3.012876	3.000071	2.978475	2.983826	3.000071	2.922478	2.915789	2.873935	2.983826	2.954395	3.000835	2.986502	2.937003	3.037529	2.967199	2.996058	2.959555	2.928785	2.931843	2.961848	2.978475	2.954395	2.979239	2.976182	2.950572	2.90222	2.94675	2.980959	2.942736
t44	t44	3.997309	3.926214	4.120387	3.951823	3.974184	3.959086	4.103186	3.98049	4.009731	3.920098	4.003424	3.832568	3.894107	3.966921	4.046999	3.966921	3.901178	3.966921	3.938445	3.909014	3.98049	3.860088	3.932329	4.016229	4.009731	4.120387	3.974184	3.847666	3.997309	3.966921	3.914556
rpsB	b0169	3.805238	3.894107	3.909014	3.86563	3.881875	3.932329	3.914556	3.854546	3.810398	3.86563	3.841932	3.901178	3.901178	3.914556	3.932329	3.894107	3.932329	3.86563	3.901178	3.854546	3.886462	3.854546	3.854546	3.86563	3.886462	3.876524	3.881875	3.876524	3.894107	3.841932	3.854546
tsf	b0170	3.657888	3.815749	3.791287	3.742743	3.822438	3.870982	3.796065	3.782304	3.673178	3.693053	3.685218	3.810398	3.712547	3.805238	3.738539	3.786127	3.738539	3.796065	3.805238	3.770073	3.796065	3.786127	3.730512	3.799887	3.757077	3.707578	3.805238	3.757077	3.827025	3.700698	3.734526
pyrH	b0171	3.12506	3.311779	3.30165	3.198448	3.295917	3.342167	3.254636	3.251387	3.147803	3.162328	3.134616	3.228262	3.257885	3.197493	3.200359	3.063139	3.296681	3.281965	3.179146	3.232849	3.207813	3.309677	3.290375	3.230556	3.194817	3.16787	3.202271	3.202844	3.22272	3.176661	3.114357
frr	b0172	3.04441	3.161181	3.166723	3.149905	3.150861	3.209533	3.179146	3.234187	3.216604	3.150861	3.16787	3.175514	3.158314	3.170354	3.079192	3.07881	3.243933	3.243933	3.225969	3.191186	3.191186	3.223866	3.174368	3.134616	3.157167	3.12506	3.127544	3.13538	3.180292	3.091233	3.115122
dxr	b0173	2.207517	2.253194	2.192801	2.269247	2.324097	2.454056	2.211149	2.236185	2.224718	2.270776	2.29199	2.225291	2.292755	2.288359	2.258927	2.28167	2.267145	2.240007	2.328875	2.377801	2.356205	2.262941	2.257781	2.278039	2.302884	2.235802	2.174072	2.308999	2.308999	2.268292	2.33136
ispU	b0174	2.548657	2.582676	2.530884	2.564902	2.623765	2.660842	2.621663	2.536617	2.597009	2.590512	2.512155	2.605801	2.52687	2.577133	2.618988	2.619943	2.60905	2.553053	2.595481	2.536235	2.599876	2.611343	2.520755	2.517697	2.536617	2.555729	2.526297	2.50107	2.601787	2.59873	2.592041
cdsA	b0175	2.400734	2.399014	2.27823	2.30059	2.358689	2.435135	2.404748	2.179041	2.377801	2.337667	2.347605	2.425197	2.324862	2.333271	2.377801	2.406468	2.380859	2.371494	2.366143	2.316071	2.426726	2.429593	2.307279	2.335373	2.347605	2.401881	2.316835	2.324862	2.406468	2.319319	2.396912
yaeL	yaeL	2.60905	2.644215	2.53203	2.584778	2.595098	2.64173	2.60389	2.559169	2.64173	2.624721	2.586116	2.646508	2.601787	2.566813	2.709385	2.629881	2.671926	2.563564	2.623765	2.577898	2.590512	2.651668	2.571018	2.590512	2.651668	2.58344	2.595098	2.544453	2.60217	2.621663	2.611343
yaeT	yaeT	3.234187	3.265721	3.202271	3.171692	3.212973	3.30165	3.256356	3.19023	3.21756	3.248711	3.241831	3.248711	3.246418	3.257885	3.254636	3.240111	3.251387	3.209533	3.210297	3.168634	3.21756	3.2382	3.209533	3.231893	3.22272	3.228262	3.281965	3.241831	3.209533	3.18851	3.241831
hlpA	b0178	3.079192	3.23648	3.16787	3.307002	3.325157	3.109771	3.198448	3.230556	3.30165	3.307002	3.270499	3.235333	3.259414	3.274703	3.307002	3.231893	3.18851	3.174368	3.133278	3.223866	3.164047	3.240111	3.240111	3.174368	3.246418	3.23648	3.313308	3.254636	3.201315	3.260561	3.212017
lpxD	b0179	2.826921	2.857881	2.872406	2.91426	2.929167	2.995293	2.886166	2.979239	2.976755	2.964906	2.926301	2.849281	2.881006	2.887313	2.899927	2.953057	2.947705	2.9091	2.973124	2.929167	2.932798	2.928212	2.935665	2.879477	2.91426	2.931843	2.851383	2.980959	2.909673	2.885975	2.974462
fabZ	b0180	2.968919	3.036191	3.02568	3.111491	3.129838	3.095246	3.009818	2.990706	3.083779	3.08913	3.110535	3.013831	3.084926	3.038294	3.107095	3.147803	2.99816	3.005613	2.993764	3.053201	3.059125	3.00848	2.994338	2.955159	3.037529	3.031987	2.989751	2.981724	2.994338	3.030267	3.022431
lpxA	b0181	2.532604	2.623765	2.605419	2.733848	2.728114	2.682056	2.560507	2.67766	2.723527	2.662944	2.694669	2.597009	2.55592	2.557066	2.596436	2.673073	2.672882	2.677087	2.667722	2.727541	2.640202	2.633703	2.659504	2.59873	2.660269	2.629881	2.617077	2.608476	2.612108	2.654153	2.683584
lpxB	b0182	2.082337	2.08635	2.050612	2.14961	2.132791	2.279185	2.104888	2.149036	2.152667	2.159165	2.104888	2.100302	2.063799	2.054434	2.154387	2.187641	2.123044	2.058639	2.138716	2.203886	2.166428	2.099346	2.061123	2.072781	2.184392	2.109858	2.080617	2.118267	2.132791	2.135276	2.174072
rnhB	b0183	2.267145	2.318555	2.263896	2.280141	2.333271	2.499541	2.259501	2.334609	2.267145	2.344547	2.34856	2.312248	2.292946	2.270967	2.3348	2.468198	2.350853	2.272114	2.366716	2.418699	2.455393	2.307279	2.295239	2.343973	2.292946	2.292755	2.29543	2.463229	2.3434	2.227776	2.349324
accA	b0185	2.827494	2.889415	2.917509	2.939487	2.937003	2.984591	2.917509	2.962612	2.916554	2.91426	2.941208	2.873171	2.928785	2.957261	2.816027	2.899927	2.916745	2.961083	3.04441	3.01536	3.046703	2.911776	2.965861	2.94675	2.960701	2.967199	2.886166	2.903367	2.959172	2.916554	2.976182
yaeR	b0187	2.180761	2.065137	2.094186	2.117693	2.19433	2.248225	2.10508	2.038572	2.080044	2.069341	2.174837	2.109666	2.125147	2.055007	2.154578	2.100875	2.089408	2.06055	2.054434	2.176366	2.095524	2.046025	2.137569	2.039527	2.143111	2.20618	2.135276	2.013345	2.090937	2.13604	2.136996
yaeQ	b0190	2.410864	2.422713	2.486354	2.522092	2.524195	2.521519	2.47202	2.463994	2.500305	2.417553	2.498012	2.446029	2.481576	2.536617	2.409143	2.507377	2.457114	2.482341	2.57312	2.596436	2.629881	2.429784	2.464567	2.506421	2.51311	2.45654	2.402646	2.445264	2.510434	2.479092	2.483869
yaeJ	yaeJ	2.47202	2.455202	2.487309	2.493616	2.489985	2.517506	2.493043	2.490559	2.544262	2.512155	2.451571	2.446984	2.458833	2.515977	2.400352	2.407423	2.467434	2.503554	2.590512	2.568724	2.612681	2.439531	2.465331	2.506803	2.502025	2.449469	2.412201	2.502025	2.53031	2.457496	2.447558
nlpE	b0192	2.219749	2.318746	2.254914	2.28167	2.34168	2.321613	2.3176	2.237331	2.301737	2.359071	2.330213	2.3262	2.3434	2.353911	2.28167	2.172352	2.239051	2.272496	2.265807	2.426726	2.395192	2.288359	2.344547	2.27823	2.322377	2.292946	2.356205	2.356205	2.309573	2.319702	2.283008
proS	b0194	2.875655	3.083779	3.086455	3.133278	3.117798	3.142261	3.04613	3.142261	3.075752	3.105948	3.050334	3.019373	3.07021	3.086455	2.97083	2.954395	3.109771	3.103273	3.174368	3.150861	3.120664	3.069446	3.082441	3.07881	3.07021	3.072886	2.990706	3.00848	3.074797	3.065241	3.082441
yaeB	b0195	2.134702	2.209811	2.159165	2.170059	2.211149	2.35028	2.14961	2.169103	2.289505	2.302119	2.379138	2.179806	2.243256	2.198917	2.237522	2.373405	2.210193	2.166428	2.21306	2.252811	2.187259	2.154387	2.19433	2.140436	2.242682	2.286639	2.142538	2.139863	2.19433	2.21306	2.220704
rcsF	b0196	3.044601	3.01536	3.041925	3.033325	3.119135	3.171692	3.0941	2.980959	3.110535	3.082441	3.174368	3.040778	3.071166	3.050334	3.041925	3.163283	3.063139	3.024725	3.029311	2.965861	2.977519	3.029311	3.066197	3.05645	3.026827	3.040778	2.980959	2.954395	3.059125	3.066197	3.034472
metQ	b0197	3.49869	3.501365	3.501365	3.618519	3.605905	3.700698	3.488178	3.54666	3.601892	3.644319	3.648142	3.542837	3.469258	3.605905	3.570358	3.581443	3.488178	3.480151	3.565771	3.601892	3.570358	3.504997	3.439253	3.562522	3.59463	3.634381	3.587749	3.538824	3.536148	3.601892	3.644319
metI	b0198	2.960701	2.915789	3.013831	3.096584	3.066961	3.053201	2.901264	3.04441	3.060654	3.090468	3.091233	2.941972	2.849281	3.057979	3.055303	3.063903	2.781435	2.937003	3.096584	3.139585	3.121047	2.837814	2.837814	3.04613	3.059125	3.115122	3.043836	2.960701	3.060654	3.072886	3.132705
metN	b0199	2.610196	2.632748	2.751431	2.832654	2.824627	2.808383	2.604463	2.817174	2.818512	2.875464	2.848517	2.716839	2.630837	2.817174	2.759075	2.757928	2.556684	2.700212	2.89018	2.967199	2.901264	2.63485	2.601405	2.818512	2.850428	2.813352	2.700785	2.709385	2.847561	2.870304	2.916554
gmhB	b0200	2.859028	2.820614	2.85253	2.920758	2.906234	2.796725	2.807045	2.783538	2.899927	2.894384	2.949425	2.790991	2.850428	2.876802	2.876802	2.986502	2.760031	2.821952	2.830361	2.850428	2.861895	2.784875	2.810867	2.855015	2.894384	2.881006	2.844886	2.818512	2.83877	2.89534	2.866864
ileV	b0202	2.939296	3.143789	3.181057	3.207813	3.334522	3.284832	3.200359	3.030267	3.355162	3.129838	3.130985	3.041925	3.072886	3.120664	3.283112	3.00676	3.19023	3.166723	3.197493	3.362043	3.40103	3.225969	3.138247	3.13538	3.165767	3.216031	3.264574	3.034472	3.165767	3.343504	3.286934
alaV	b0203	2.714927	2.945412	3.01536	3.112447	3.100024	3.122576	3.101744	2.947705	3.29305	3.163283	3.060654	2.870304	2.888077	2.834183	3.098304	2.819467	3.019373	3.065241	3.075752	3.307002	3.265721	2.937003	2.986884	3.057979	3.090468	3.126398	2.999306	2.912922	3.04613	3.164047	3.023769
aspU	b0206	3.356883	3.531753	3.550291	3.49869	3.418804	3.638777	3.581443	3.757077	3.730512	3.522961	3.431799	3.522961	3.402559	3.354016	2.992617	3.19023	3.644319	4.115417	3.944561	3.796065	3.799887	3.805238	3.757077	3.776189	3.634381	3.550291	3.2382	3.556597	3.791287	3.577047	3.612021
yafD	b0209	2.715501	2.700212	2.690847	2.67078	2.623765	2.589174	2.638481	2.766528	2.747608	2.783729	2.761559	2.664091	2.801311	2.674793	2.388312	2.499541	2.745697	2.721234	2.765	2.678042	2.583822	2.700212	2.748755	2.694669	2.757928	2.723527	2.660842	2.694669	2.692185	2.691803	2.665811
mltD	b0211	2.653579	2.61249	2.532604	2.664091	2.610196	2.555729	2.658166	2.3348	2.652815	2.562036	2.638099	2.673647	2.544262	2.557831	2.495336	2.395957	2.693331	2.529164	2.498394	2.536617	2.558404	2.658166	2.592041	2.646508	2.65186	2.654344	2.579045	2.625103	2.673073	2.668678	2.774937
rnhA	b0214	2.435709	2.329831	2.357734	2.49419	2.440104	2.470683	2.361938	2.491323	2.420419	2.466478	2.487309	2.371494	2.399014	2.4445	2.250327	2.298488	2.329831	2.379521	2.414304	2.410864	2.435135	2.34168	2.371112	2.360027	2.435135	2.474696	2.324862	2.275936	2.414113	2.423095	2.440678
dnaQ	b0215	2.304795	2.29199	2.300017	2.393854	2.334609	2.342444	2.287021	2.299061	2.410864	2.387357	2.412201	2.287021	2.260838	2.288932	2.140818	2.172734	2.374169	2.334609	2.415068	2.419464	2.345311	2.342444	2.29543	2.302119	2.388312	2.343973	2.325053	2.292755	2.366716	2.383916	2.331933
aspV	b0216	3.175514	3.398737	3.358793	3.45244	3.335478	3.618519	3.354016	3.584309	3.707578	3.459702	3.363763	3.319424	3.260561	3.08741	2.877566	3.084926	3.449	3.836772	3.597878	3.69764	3.510348	3.657888	3.506716	3.556597	3.538824	3.338344	3.148567	3.418804	3.501365	3.520095	3.330891
ivy	b0220	3.034472	3.074032	2.993	2.974462	3.019373	2.996058	3.127544	2.693331	3.01192	2.928212	2.926683	3.129838	3.130985	2.959172	2.661033	2.385063	2.992617	2.942736	2.831316	2.885975	2.90222	3.077281	3.092571	3.028929	3.047467	3.023769	3.19023	3.114357	2.976182	2.986884	2.903367
lpcA	b0222	2.920949	2.870304	2.926683	2.914643	2.97083	3.028929	2.933945	2.817556	2.826921	2.89534	2.973124	2.873935	2.937768	2.924772	2.841828	2.900691	2.803222	2.857881	2.817174	2.865717	2.933945	2.875464	2.884064	2.869157	2.878713	2.923243	2.957261	2.849281	2.848517	2.89706	2.943883
yafJ	b0223	2.725056	2.6811	2.677087	2.622237	2.61077	2.642495	2.680145	2.733848	2.662944	2.706327	2.630837	2.685305	2.652815	2.665811	2.552098	2.599876	2.694096	2.680145	2.668487	2.670971	2.698683	2.659504	2.659504	2.678616	2.667722	2.669251	2.661033	2.626059	2.721234	2.682056	2.657211
yafK	b0224	2.674793	2.730217	2.656446	2.6553	2.6811	2.630837	2.630837	2.774937	2.671926	2.591276	2.618223	2.664855	2.59376	2.592041	2.53203	2.606756	2.782964	2.663326	2.668678	2.597009	2.566049	2.743404	2.672882	2.627206	2.624721	2.583822	2.651668	2.648037	2.622237	2.662944	2.640966
yafQ	b0225	2.505466	2.502408	2.339195	2.422522	2.359071	2.401881	2.3262	2.305942	2.56108	2.467434	2.459407	2.497247	2.352956	2.373214	2.409908	2.374169	2.374361	2.310146	2.300017	2.411437	2.345885	2.39309	2.286639	2.351809	2.389459	2.365378	2.450998	2.346267	2.384108	2.450998	2.376845
dinJ	b0226	2.617077	2.553053	2.605801	2.608476	2.602934	2.449469	2.570636	2.464567	2.517697	2.495336	2.587454	2.497439	2.465905	2.58344	2.400734	2.489985	2.476225	2.50451	2.473358	2.495336	2.559169	2.495718	2.437046	2.582103	2.558404	2.60389	2.53203	2.454056	2.573884	2.610196	2.58344
pepD	b0237	3.307002	3.170354	3.194817	3.150861	3.134616	3.133278	3.162328	3.205137	3.103273	3.138247	3.132705	3.192333	3.216031	3.220044	3.01536	3.079192	3.212973	3.245271	3.185452	3.140732	3.134616	3.212973	3.270499	3.25024	3.223866	3.161181	3.248711	3.271836	3.223866	3.19023	3.171692
gpt	b0238	2.702887	2.89018	2.908336	2.897251	2.856353	2.943883	2.808192	2.804178	2.702887	2.75315	2.801311	2.770159	2.833419	2.781435	2.619179	2.637335	2.866864	2.801311	2.765573	2.903367	2.978475	2.912922	2.893811	2.795005	2.741493	2.869157	2.722572	2.72047	2.826539	2.847561	2.823098
frsA	b0239	2.549231	2.534132	2.589174	2.623192	2.585734	2.589747	2.548657	2.549804	2.571782	2.57656	2.607521	2.518461	2.556684	2.558404	2.368818	2.500305	2.574649	2.56968	2.616121	2.597583	2.613063	2.560507	2.580382	2.574649	2.587645	2.584778	2.532604	2.538719	2.582103	2.599876	2.612108
crl	b0240	2.859984	2.953057	2.9091	2.920949	2.806089	2.75315	2.919038	2.94847	2.916745	3.02052	2.967964	2.942736	2.973124	2.857881	2.709576	2.695243	2.891135	2.844886	2.771688	2.704416	2.788316	2.928785	2.937003	2.777231	2.872406	2.993	2.887313	2.858646	2.881006	2.875464	2.976755
proB	b0242	2.851383	2.870877	2.828259	2.765	2.816027	2.916554	2.90222	2.832654	2.757928	2.85253	2.826539	2.829214	2.866864	2.84221	2.731555	2.813352	2.836668	2.823098	2.810485	2.747608	2.778378	2.773026	2.845841	2.810485	2.803222	2.850428	2.85253	2.781435	2.777804	2.755444	2.839534
proA	b0243	2.496674	2.590512	2.589747	2.546173	2.624721	2.685687	2.541777	2.662944	2.642495	2.6811	2.652815	2.555729	2.60217	2.548275	2.401499	2.566049	2.618223	2.632748	2.617077	2.561653	2.479665	2.580765	2.592232	2.558404	2.588027	2.508906	2.580382	2.648993	2.557831	2.56968	2.542542
thrW	b0244	2.489412	2.6897	2.713398	2.615356	2.544262	2.695434	2.622237	2.420993	2.748755	2.706901	2.569298	2.703652	2.594525	2.567387	2.519799	2.490559	2.760604	2.881006	2.669251	2.841254	2.800356	2.743786	2.640202	2.71875	2.696389	2.57656	2.595481	2.721234	2.6553	2.628352	2.561653
ykgN	b4505	2.252811	2.330213	2.358498	2.246696	2.313586	2.304795	2.326582	2.359071	2.289697	2.292946	2.358498	2.300972	2.261794	2.3262	2.186112	2.114253	2.342444	2.290843	2.320275	2.337667	2.395766	2.33136	2.27823	2.373214	2.334609	2.438766	2.24918	2.252811	2.360027	2.367098	2.283772
argF	b0273	2.451189	2.746461	3.016507	3.01536	3.02052	3.071166	2.856353	2.937768	2.905278	3.038294	2.886166	2.704416	2.761559	2.877566	2.732319	2.804178	2.640202	2.875464	2.943883	3.285979	3.267632	2.83877	2.846223	2.889415	2.914643	2.993764	2.86113	2.928785	2.947705	3.053201	2.955159
yagN	b0280	2.497247	2.407806	2.377419	2.322377	2.34856	2.412392	2.393281	2.23026	2.500496	2.424433	2.412392	2.414113	2.39997	2.405895	2.389459	2.396912	2.457496	2.3348	2.489412	2.275936	2.4445	2.373405	2.296577	2.470683	2.449469	2.595098	2.420419	2.380667	2.414304	2.372258	2.484443
betB	b0312	2.198917	2.319128	2.255296	2.292755	2.258927	2.261794	2.246696	2.31263	2.274216	2.285683	2.321613	2.287595	2.293519	2.255487	2.281861	2.222233	2.304795	2.273261	2.230833	2.3262	2.293519	2.288932	2.287021	2.228922	2.283772	2.270012	2.333271	2.325053	2.239051	2.268674	2.242682
betI	b0313	2.505848	2.544453	2.575222	2.538337	2.577133	2.548275	2.588409	2.728114	2.572356	2.566813	2.549804	2.507377	2.557066	2.601405	2.57312	2.517697	2.522092	2.570062	2.499541	2.544262	2.620326	2.535853	2.536617	2.564902	2.526297	2.637335	2.587645	2.515977	2.548275	2.563564	2.568724
yahH	b0322	2.377801	2.482914	2.540057	2.448704	2.286639	2.358498	2.493616	2.587645	2.491896	2.512537	2.379521	2.371685	2.409908	2.450998	2.307279	2.253576	2.534706	2.487309	2.623765	2.562036	2.559742	2.449469	2.50967	2.541777	2.481003	2.675558	2.368627	2.409908	2.519799	2.533177	2.44106
codB	b0336	2.765	2.908336	2.909673	2.592996	2.524386	2.530884	2.903367	2.790227	2.703652	2.707474	2.721234	2.810485	2.834183	2.858646	2.789271	2.744359	2.826539	2.893811	2.810867	2.893811	2.945412	2.962612	2.91426	2.89018	2.863424	2.834756	2.941208	2.97083	2.875464	2.723527	2.60045
codA	b0337	3.126398	3.183923	3.168634	2.879477	2.850428	2.887313	3.18851	3.086455	3.077281	3.091233	3.052628	3.119135	3.0941	3.143789	3.007524	3.080148	3.096584	3.177425	3.062374	3.162328	3.209533	3.235333	3.145509	3.175514	3.166723	3.127544	3.191186	3.191186	3.166723	3.016507	2.967964
yaiL	b0354	2.451571	2.417553	2.497439	2.407806	2.498012	2.670971	2.481576	2.255296	2.204459	2.261985	2.281861	2.414304	2.410864	2.50107	2.360027	2.533177	2.399014	2.446984	2.473358	2.569298	2.664091	2.409143	2.502025	2.465331	2.519799	2.366143	2.440104	2.454247	2.500496	2.296577	2.283772
frmA	b0356	2.584778	2.682056	2.667722	2.59376	2.611343	2.537382	2.659504	2.738052	2.63485	2.682056	2.653579	2.646699	2.645553	2.592232	2.58172	2.60045	2.618606	2.621663	2.537382	2.616121	2.621663	2.682629	2.640966	2.60389	2.602934	2.648037	2.73595	2.676322	2.565667	2.549804	2.543497
frmR	b0357	2.365378	2.465523	2.533177	2.433606	2.440678	2.384108	2.49419	2.559742	2.362894	2.406468	2.487883	2.426344	2.482341	2.478136	2.348751	2.424433	2.418699	2.422522	2.397294	2.401499	2.465331	2.50967	2.448131	2.427108	2.407997	2.496674	2.451189	2.43762	2.367098	2.399014	2.406468
hemB	b0369	2.789271	2.9091	2.928212	2.898015	2.851383	2.709576	2.928785	2.84393	2.798827	2.806472	2.857881	2.836668	2.867819	2.900691	2.662944	2.72047	2.892473	2.929741	2.964906	2.910629	2.935665	2.891135	2.894384	2.907189	2.851383	2.894384	2.853295	2.904514	2.89534	2.870877	2.867819
ddlA	b0381	2.242682	2.292755	2.279185	2.308999	2.296768	2.350853	2.247078	2.313586	2.172734	2.222233	2.202548	2.268292	2.278039	2.263323	2.187259	2.242109	2.3262	2.342444	2.231789	2.346267	2.321613	2.409908	2.416597	2.279185	2.228731	2.247269	2.227776	2.253194	2.273452	2.278039	2.18745
proC	b0386	2.481003	2.58344	2.590512	2.585734	2.586116	2.570062	2.56108	2.536617	2.544453	2.5628	2.623765	2.538337	2.584778	2.568724	2.390605	2.469154	2.541777	2.553435	2.546173	2.495718	2.605036	2.524195	2.580765	2.507377	2.502408	2.655108	2.544453	2.529164	2.51139	2.517697	2.583822
yaiI	b0387	2.243256	2.292946	2.279568	2.262941	2.279185	2.351618	2.225291	2.288359	2.347605	2.240007	2.275936	2.268674	2.325053	2.298488	2.126485	2.155725	2.362894	2.264852	2.34684	2.283772	2.356396	2.240007	2.287021	2.259501	2.273261	2.324862	2.237331	2.228731	2.240007	2.249563	2.35028
aroL	b0388	2.765573	2.689891	2.630837	2.638099	2.682056	2.843166	2.702887	2.748755	2.72391	2.669251	2.683584	2.74971	2.716265	2.714354	2.649566	2.76844	2.736523	2.6811	2.782964	2.713398	2.77876	2.723527	2.6897	2.674793	2.697154	2.67078	2.67078	2.721425	2.709767	2.629881	2.751431
