substrate	kinase
RBM38	GSK3B
RELB	GSK3B
RELA	GSK3B
CCND2	GSK3B
CEBPB	GSK3B
BCL2L1	GSK3B
MYCL	GSK3B
HIST1H1B	GSK3B
NFE2L1	GSK3B
MARK2	GSK3B
ARNTL	GSK3B
KLF5	GSK3B
CLOCK	GSK3B
CCND3	GSK3B
NACA	GSK3B
FRAT1	GSK3B
CENPJ	PLK2
YWHAE	PLK2
CALU	PLK2
FBXW7	PLK2
SNCB	PLK2
SNCA	PLK2
FGFR1	BMX
PTK2	BMX
TNK2	BMX
MET	BMX
BAD	ARAF
H3F3A	DYRK1B
CCND1	DYRK1B
SFPQ	MKNK2
SPRY2	MKNK2
PRDX1	LCK
SH2D2A	LCK
CD247	LCK
SSBP3	LCK
CHN2	LCK
CD33	LCK
CCDC50	LCK
PECAM1	LCK
MAPK14	LCK
STAT2	LCK
STAT5A	LCK
SLAMF1	LCK
ADAM15	LCK
CBL	LCK
PTEN	LCK
ITGB2	LCK
DGKA	LCK
SIGLEC10	LCK
SOCS3	LCK
G3BP1	LCK
PPP2CA	LCK
WAS	LCK
SLC25A4	LCK
FOXP3	LCK
MET	MST1R
STAT3	RET
SF1	UHMK1
FAM64A	UHMK1
STMN1	UHMK1
PELI1	IKBKE
IRF3	IKBKE
IRF7	IKBKE
ESR1	IKBKE
RELA	IKBKE
FOXO3	IKBKE
HTRA2	MAPK12
CCND3	MAPK12
MAPK14	MAP2K4
ABL1	CLK4
EPAS1	PDPK1
PDHA1	PDPK1
DAXX	MAP3K5
MAP2K3	MAP3K5
MAPK8	MAP3K5
MAP2K6	MAP3K5
STRAP	MAP3K5
MAPK14	MAP3K5
PDPK1	MAP3K5
EIF4G3	CAMK1G
PFN1	KDR
TP53	GRK5
CTNNB1	CSNK2A2
SRPK1	CSNK2A2
SMC3	CSNK2A2
CSNK2B	CSNK2A2
CCNH	CSNK2A2
NKX3-1	CSNK2A2
TYMS	CSNK2A2
HSF1	CSNK2A2
ENG	ACVRL1
LRRK2	LRRK2
RDX	LRRK2
EZR	LRRK2
RPS11	LRRK2
AKT1	LRRK2
RPS15	LRRK2
SNAPIN	LRRK2
PXN	MAPK14
STAT1	MAPK14
SREBF1	MAPK14
CDKN1A	MAPK14
PIP4K2B	MAPK14
ADAM17	MAPK14
HSPB1	MAPK14
SHC1	MAPK14
NOXA1	MAPK14
ETV6	MAPK14
FPR1	MAPK14
MKNK1	MAPK14
LIMK1	MAPK14
TWIST1	MAPK14
PDX1	MAPK14
EIF2AK2	MAPK14
MAOA	MAPK14
DDX5	MAPK14
BAZ1B	MAPK14
ELAVL1	MAPK14
SLC6A4	MAPK14
EGFR	MAPK14
S100A9	MAPK14
FOXO3	MAPK14
EPS15	MAPK14
HBP1	MAPK14
RPS27	MAPK14
GJA1	MAPK14
FGFR1	MAPK14
NFATC1	MAPK14
F3	MAPK14
USF1	MAPK14
AR	MAPK14
STAT3	MAPK14
BCL2	MAPK14
CCND2	MAPK14
BCL2L1	MAPK14
PRKCE	MAPK14
CRYAB	MAPK14
RB1	MAPK14
EWSR1	MAPK14
SMAD9	MAPK14
KHSRP	MAPK14
EIF2S1	MAPK14
NR3C1	MAPK14
CLDN7	WNK4
NSF	FES
ESR1	CHUK
TRAF4	CHUK
NFKBIA	CHUK
FOXA2	CHUK
NFKB2	CHUK
RELB	CHUK
CTNNB1	CHUK
CREBBP	CHUK
NCOR2	CHUK
BBC3	CHUK
TAX1BP1	CHUK
CCND1	CHUK
FOXO3	CHUK
REL	CHUK
NR1I2	CDK2
SNAPIN	CDK2
RAD9A	CDK2
PELP1	CDK2
ZYX	CDK2
BARD1	CDK2
MED1	CDK2
BTG1	CDK2
NCL	CDK2
NOSIP	CDK2
EEF2	CDK2
RRN3	CDK2
CDT1	CDK2
MCM3	CDK2
ANKRD17	CDK2
NUP153	CDK2
PDS5B	CDK2
CHEK1	CDK2
MKL1	CDK2
EPB41L3	CDK2
SORBS3	CDK2
MARCKS	CDK2
AARS2	CDK2
ZMYM3	CDK2
ILF3	CDK2
RALY	CDK2
ATF2	CDK2
DMAP1	CDK2
ITGB3BP	CDK2
EML3	CDK2
EYA3	CDK2
BAZ2A	CDK2
SPDL1	CDK2
SRRM1	CDK2
XRCC1	CDK2
TCOF1	CDK2
ELF4	CDK2
TFAM	CDK2
DNM2	CDK2
CHD4	CDK2
GATA3	CDK2
ARID1A	CDK2
TERF2	CDK2
POLL	CDK2
MTA2	CDK2
DIAPH3	CDK2
ESR1	CDK2
FOXO1	CDK2
ZC3HC1	CDK2
IMPDH2	CDK2
SUDS3	CDK2
LIG1	CDK2
PPP1CA	CDK2
NUP133	CDK2
MLLT4	CDK2
UBXN1	CDK2
NCAPH	CDK2
RBM27	CDK2
TBCE	CDK2
PARP10	CDK2
CRTC2	CDK2
HNRNPH1	CDK2
PRPF31	CDK2
AMOT	CDK2
TERF2IP	CDK2
FAM168B	CDK2
TPR	CDK2
MTA1	CDK2
DHX38	CDK2
AKIRIN2	CDK2
CC2D1A	CDK2
FAM122A	CDK2
FOXK2	CDK2
GMPS	CDK2
CDC25C	CDK2
PBRM1	CDK2
KDM2A	CDK2
NPAT	CDK2
RUNX1	CDK2
MICALL1	CDK2
PHF6	CDK2
IREB2	CDK2
TNKS1BP1	CDK2
HNRNPUL1	CDK2
RPL12	CDK2
NUDC	CDK2
PYCR2	CDK2
EIF2A	CDK2
POLR2A	CDK2
CDK16	CDK2
THRAP3	CDK2
MCM2	CDK2
CDKN2D	CDK2
DPYSL3	CDK2
LRWD1	CDK2
ADD1	CDK2
POLM	CDK2
VIPAS39	CDK2
DLGAP5	CDK2
DDX3X	CDK2
QTRT1	CDK2
RBBP8	CDK2
TCF3	CDK2
SPAG9	CDK2
ZBTB16	CDK2
ARID4A	CDK2
CROCC	CDK2
EIF4G1	CDK2
NOB1	CDK2
NUP107	CDK2
CCDC6	CDK2
DLG1	CDK2
ANKLE2	CDK2
NELFA	CDK2
MCL1	CDK2
CIC	CDK2
KIF22	CDK2
ZHX1	CDK2
SNRNP70	CDK2
CENPF	CDK2
MDC1	CDK2
LMNB2	CDK2
PPP1R12C	CDK2
CRMP1	CDK2
ORC2	CDK2
LRCH3	CDK2
TFCP2	CDK2
SUPT5H	CDK2
PRPF3	CDK2
SRSF11	CDK2
MRPS18B	CDK2
ZC3H18	CDK2
DNM1L	CDK2
RBL1	CDK2
UNG	CDK2
TOPBP1	CDK2
DPF2	CDK2
VIM	CDK2
ADD3	CDK2
INCA1	CDK2
ADRBK1	CDK2
RPS27	CDK2
GTF2I	CDK2
NUMA1	CDK2
ELAVL1	CDK2
ARHGAP19	CDK2
PYCR1	CDK2
HNRNPD	CDK2
STMN1	CDK2
XRCC6	CDK2
SNW1	CDK2
HIST1H1A	CDK2
PPP1R35	CDK2
NUP98	CDK2
SCML2	CDK2
RPL11	CDK2
BOD1L1	CDK2
DBNL	CDK2
CTTN	CDK2
HMGN5	CDK2
CDC5L	CDK2
GORASP2	CDK2
EIF4A3	CDK2
APC	CDK2
UBE2O	CDK2
TUBG1	CDK2
CHD7	CDK2
TPX2	CDK2
KMT2D	CDK2
GTF2F1	CDK2
SRSF9	CDK2
CALD1	CDK2
LIG3	CDK2
PRRC2A	CDK2
CCNA2	CDK2
RPS27L	CDK2
KAT7	CDK2
ZNF609	CDK2
SAMHD1	CDK2
POU2F1	CDK2
EFHD2	CDK2
NUFIP2	CDK2
HN1L	CDK2
SUPT6H	CDK2
FOXC1	CDK2
MTHFD1L	CDK2
UHRF1	CDK2
SETDB1	CDK2
LARP1	CDK2
INO80E	CDK2
MACF1	CDK2
PAICS	CDK2
CAMSAP1	CDK2
GIGYF2	CDK2
NDE1	CDK2
RPS3	CDK2
GATAD2A	CDK2
DTL	CDK2
TP53BP1	CDK2
MKI67	CDK2
RAD18	CDK2
MCM7	CDK2
DNMT1	CDK2
TSR1	CDK2
CTTNBP2NL	CDK2
ERAL1	CDK2
HMGA1	CDK2
EZH2	CDK2
RRM2	CDK2
HNRNPK	CDK2
NUCKS1	CDK2
TP63	CDK2
ZC3H11A	CDK2
SIRT2	CDK2
HNRNPH2	CDK2
SLAIN2	CDK2
SKP2	CDK2
TANC1	CDK2
ALDH5A1	CDK2
HIST1H1E	CDK2
TOR1AIP1	CDK2
SMAD4	NLK
SETDB1	NLK
TCF7L2	NLK
FOXO1	NLK
HIST1H3A	TGM2
ENPP3	ENPP3
EEF2K	EEF2K
RAP1B	PRKG1
RHOA	PRKG1
SRF	PRKG1
TBXA2R	PRKG1
TRPC6	PRKG1
HRH1	PRKG1
FHOD1	PRKG1
PPP1R14A	PRKG1
RAP1GAP2	PRKG1
TTN	PRKG1
LIPE	PRKG1
SLC6A4	PRKG1
PTS	PRKG1
CCDC80	PRKG1
BRAF	MAPK1
NOX5	MAPK1
NUP153	MAPK1
DUSP5	MAPK1
PXN	MAPK1
EP300	MAPK1
TH	MAPK1
SPHK1	MAPK1
ATF2	MAPK1
RPS6KB1	MAPK1
NDEL1	MAPK1
PDE4B	MAPK1
CENPE	MAPK1
PLCB1	MAPK1
PRDX6	MAPK1
MITF	MAPK1
PARP1	MAPK1
MKL1	MAPK1
DAZAP1	MAPK1
LYL1	MAPK1
RPS6KA3	MAPK1
WASF2	MAPK1
ALOX5	MAPK1
CIC	MAPK1
STIM1	MAPK1
NCF1	MAPK1
TGS1	MAPK1
RUNX1	MAPK1
POU5F1	MAPK1
MKNK1	MAPK1
CDCA5	MAPK1
TP53BP2	MAPK1
ABI1	MAPK1
NUP214	MAPK1
TWIST1	MAPK1
NCF2	MAPK1
PDX1	MAPK1
EIF2AK2	MAPK1
ARHGEF2	MAPK1
TPPP	MAPK1
PML	MAPK1
DLG2	MAPK1
SPHK2	MAPK1
L1CAM	MAPK1
HIF1A	MAPK1
PDE4D	MAPK1
RPTOR	MAPK1
SLC6A4	MAPK1
CIITA	MAPK1
GTF2I	MAPK1
CASP8	MAPK1
RORA	MAPK1
MCTS1	MAPK1
CCNB1	MAPK1
NEFL	MAPK1
FOXO3	MAPK1
CDK2	MAPK1
ASB2	MAPK1
CSNK2A1	MAPK1
NUP50	MAPK1
PDE4C	MAPK1
BMF	MAPK1
MYLK	MAPK1
SP3	MAPK1
WWC1	MAPK1
FGFR1	MAPK1
CTTN	MAPK1
HDAC6	MAPK1
TTK	MAPK1
NOXA1	MAPK1
GATA6	MAPK1
NCOA6	MAPK1
ETS1	MAPK1
BCL6	MAPK1
EWSR1	MAPK1
NCOA2	MAPK1
EIF2S1	MAPK1
SORBS3	MAPK1
EXOC7	MAPK1
PPP1R2	CDK14
LRP6	GSK3A
BCL3	GSK3A
CTNNB1	GSK3A
NDRG1	GSK3A
MITF	GSK3A
CCNE1	GSK3A
MYC	GSK3A
NIFK	GSK3A
PKD2	GSK3A
BCL2L1	GSK3A
ANKRD28	GSK3A
DPYSL2	GSK3A
PDHA2	PDK2
DSTN	LIMK2
SHC1	MET
MST1R	MET
PTK2	MET
MAPT	DYRK1A
RCAN1	DYRK1A
TP53	DYRK1A
CCND1	DYRK1A
PAGE4	HIPK1
CDC25A	NEK11
HIST1H3A	JAK2
GRB2	JAK2
PAK1	JAK2
PRMT5	JAK2
EZH2	JAK2
MAPK1	JAK2
SOCS3	JAK2
PDK1	JAK2
MAPK3	JAK2
GAB2	JAK2
MAP3K5	JAK2
ARHGEF1	JAK2
PELP1	CDK4
FOXM1	CDK4
FOXO1	CDK4
BRCA1	CDK4
TCF3	CDK4
WDR77	CDK4
RUNX3	CDK4
CELF1	CDK4
RASSF1	CDK4
RCAN1	MAP3K3
EEF1A1	TGFBR1
TP63	TGFBR1
ENG	TGFBR1
SEPT8	MAPKAPK5
DNAJB1	MAPKAPK5
TH	MAPKAPK5
GSK3B	PRKCH
PRKCH	PRKCH
PRKD2	PRKCH
GSTP1	PRKCH
GSK3A	PRKCH
DCTN1	PLK1
CCNT1	PLK1
PTEN	PLK1
PINX1	PLK1
MAP9	PLK1
PCNT	PLK1
MAD1L1	PLK1
BORA	PLK1
OPTN	PLK1
CLSPN	PLK1
ESPL1	PLK1
FBXO5	PLK1
RAP1GAP	PLK1
BIRC5	PLK1
IKBKB	PLK1
GTSE1	PLK1
TOP2A	PLK1
NEDD1	PLK1
CDC16	PLK1
PTPN1	PLK1
DVL2	PLK1
PLEKHG6	PLK1
TRIOBP	PLK1
MDM2	PLK1
TOPORS	PLK1
CTNNB1	PLK1
FADD	PLK1
ATXN10	PLK1
RACGAP1	PLK1
KAT7	PLK1
CLIP1	PLK1
CENPU	PLK1
PRC1	PLK1
CDC6	PLK1
YY1	PLK1
VIM	PLK1
RAN	PLK1
SUGT1	PLK1
TP73	PLK1
HSF1	PLK1
SRI	PLK1
BCL2L1	PLK1
TERF1	PLK1
ERCC6L	PLK1
SNCB	PLK1
PLK1S1	PLK1
RAD51	PLK1
TEX14	PLK1
SNCA	PLK1
PAK1	CDK19
PXN	CDK5
HTT	CDK5
NR3C1	CDK5
PIK3C3	CDK5
EPRS	CDK5
DRD2	CDK5
LMTK2	CDK5
PPP1CA	CDK5
PMAIP1	CDK5
DBN1	CDK5
FZR1	CDK5
PLD2	CDK5
PTK2	CDK5
TPPP	CDK5
PPARG	CDK5
AGAP2	CDK5
CLOCK	CDK5
CRMP1	CDK5
ADD2	CDK5
DNM1L	CDK5
NEFL	CDK5
MEF2D	CDK5
MYC	CDK5
DPYSL3	CDK5
PARK2	CDK5
DPYSL2	CDK5
AR	CDK5
RB1	CDK5
CTNNB1	CDK5
HTRA2	CDK5
NOS3	CDK5
DNMT1	CDK5
ATM	CDK5
AXIN1	CDK5
TLN1	CDK5
SEPT5	CDK5
NFAT5	CDK5
VIM	CDK5
HSP90AB1	PNCK
HSP90AA1	PNCK
EIF4G3	PNCK
KCNN4	NME2
PRKAA1	CAMK2B
STMN1	CAMK2B
SSH1	PRKD2
HDAC5	PRKD2
PKD2	PRKD2
MARK2	PRKD2
PI4KB	PRKD2
RIN1	PRKD2
TDP2	ACVR1B
CASK	CASK
NRXN1	CASK
RPS6KA3	FGFR3
PTEN	FGFR3
ASF1B	TLK2
ASF1A	TLK2
MAP2K6	MAP2K6
HSF4	MAP2K6
MARS	EIF2AK4
BANF1	VRK2
MARCKS	ROCK1
ARHGAP35	ROCK1
FHOD1	ROCK1
MYL12B	ROCK1
RND3	ROCK1
PFN1	ROCK1
HIST1H3A	ROCK1
MYL9	ROCK1
PPP1R12B	ROCK1
DAPK3	ROCK1
MAPK8IP3	ROCK1
COL4A3	COL4A3BP
AR	FER
NSF	FER
STAT3	FER
NOS3	PRKG2
SUPT5H	CDK9
SMAD1	CDK9
CDK9	CDK9
RCHY1	CDK9
SMAD3	CDK9
HIST1H1A	CDK9
PPARG	CDK9
NCOA2	CDK9
RB1	CDK9
TAL1	MAP2K1
KRT8	MAP2K1
RAF1	MAP2K1
MELK	MELK
CDK5R1	SIK2
CEP250	SIK2
RB1	CDK6
FOXM1	CDK6
CDKN1A	CDK6
RUNX1	CDK6
CDKN1B	CDK6
CELF1	CDK6
NPM1	CDK6
SMAD1	CDK8
SMAD3	CDK8
E2F1	CDK8
CDCP1	PTK2
ITGB7	PTK2
RAC1	PTK2
RET	PTK2
ATP2B4	PTK2
GRB7	PTK2
SLC9A1	RPS6KA1
WWC1	RPS6KA1
NDRG2	RPS6KA1
RPTOR	RPS6KA1
VASP	RPS6KA1
GSK3B	RPS6KA1
RANBP3	RPS6KA1
CDC25B	RPS6KA1
CDC25C	RPS6KA1
DEPTOR	RPS6KA1
CARHSP1	RPS6KA1
MXD1	RPS6KA1
RPS6	RPS6KA1
YBX1	RPS6KA1
MITF	RPS6KA1
FLNA	RPS6KA1
CCT2	RPS6KA1
DAPK1	RPS6KA1
CDC25A	RPS6KA1
EIF4B	RPS6KA1
ITGB4	RPS6KA1
CIC	RPS6KA1
SRC	PDGFRA
RDX	ADRBK1
SLC9A5	ADRBK1
CHRM2	ADRBK1
TBXA2R	ADRBK1
CLTB	ADRBK1
MAPK14	ADRBK1
MSN	ADRBK1
KCNIP3	ADRBK1
SMAD2	ADRBK1
KRT8	MAP2K2
PLD2	JAK3
STAT5A	JAK3
SHC1	JAK3
ELAVL1	JAK3
STAT1	JAK3
PLCG1	ITK
HAVCR2	ITK
PPP1CA	LMTK2
CFTR	LMTK2
PYGB	LMTK2
YES1	CSK
PTPRC	CSK
MAPK7	MAPK7
FOS	MAPK7
DLG1	MAPK7
PML	MAPK7
ZBTB4	HIPK2
HMGA1	HIPK2
CTBP1	HIPK2
CDKN1B	HIPK2
CREB1	HIPK2
SIAH2	HIPK2
RPTOR	MTOR
ANKRD17	MTOR
EEF2K	MTOR
SRRM2	MTOR
ELL	MTOR
ULK1	MTOR
BRD9	MTOR
DEPTOR	MTOR
FAM21A	MTOR
SRRM1	MTOR
DAP	MTOR
BAG3	MTOR
RPRD1B	MTOR
PATL1	MTOR
GRB10	MTOR
SGK1	MTOR
APBA3	MTOR
AKT1	MTOR
AKT1S1	MTOR
OXSR1	MTOR
ISCU	MTOR
DNMT1	MTOR
MYC	MTOR
MAPKAP1	MTOR
UBR4	MTOR
LARP1	MTOR
ZNF768	MTOR
MAF1	MTOR
MYCN	MTOR
WNK1	MTOR
RPS6KB1	NEK6
DDR1	NEK6
RBL2	NEK6
NUP98	NEK6
CDK7	NEK6
GRIN1	NEK6
SLC4A1	CSNK1A1
FOXG1	CSNK1A1
TARDBP	CSNK1A1
MDM4	CSNK1A1
KCNIP3	CSNK1A1
CARD11	CSNK1A1
ATF1	CSNK1A1
BACE1	CSNK1A1
CTPS2	CSNK1A1
CDH1	CSNK1A1
CREB1	CSNK1A1
APC	CSNK1A1
PARK2	CSNK1A1
LRP6	CSNK1A1
FOXO1	CSNK1A1
VHL	CSNK1A1
DEPTOR	CSNK1A1
CDK5	CSNK1A1
PHLPP1	CSNK1A1
IFNAR1	CSNK1A1
RHOB	CSNK1A1
EIF6	CSNK1A1
CDC25A	CSNK1A1
ECE1	CSNK1A1
NFAT5	CSNK1A1
SNCA	CSNK1A1
RIPK1	RIPK1
DAB2IP	RIPK1
BAG6	ICK
RPTOR	ICK
STK24	STK24
EIF4EBP1	DYRK2
SIAH2	DYRK2
H3F3A	DYRK2
CARHSP1	DYRK2
KATNA1	DYRK2
DPYSL2	DYRK2
MAPT	DYRK2
CRMP1	DYRK2
BUB3	BUB1
OCLN	PRKCE
FGFR1	PRKCE
UGT1A7	PRKCE
MAPT	PRKCE
TICAM2	PRKCE
BAD	PRKCE
ADAM17	PRKCE
GNAI2	PRKCE
CREB1	PRKCE
KIR3DL1	PRKCE
RPS6KB2	PRKCE
IQGAP1	PRKCE
PRKD1	PRKCE
SLC6A2	PRKCE
RAB11A	PRKCE
RAB5A	PRKCE
ITGB1	PRKCE
GJA1	PRKCE
PRKD2	PRKCE
STAT3	PRKCE
TNNI3	PRKCE
ATF2	PRKCE
NREP	PRKCE
CTNND1	PRKCE
MET	PRKCE
ABL1	STK3
MOB1B	STK3
SAV1	STK3
NEK2	STK3
LATS1	STK3
YAP1	STK3
MOB1A	STK3
STAT3	PKM
RDX	STK10
EZR	STK10
MCM3	ATR
NBN	ATR
PRKDC	ATR
RBBP8	ATR
CDKN2A	ATR
UIMC1	ATR
CUX1	ATR
DCLRE1C	ATR
CHTF18	ATR
SP1	ATR
GINS2	ATR
DBF4	ATR
FARSA	ATR
FANCD2	ATR
NPM1	ATR
RPA2	ATR
SMC1A	ATR
BLM	ATR
SUGP2	ATR
TUT1	ATR
ATM	ATR
ATR	ATR
IRS1	ATR
MCM2	ATR
FANCA	ATR
DAXX	ATR
KMT2A	ATR
POLH	ATR
HUWE1	ATR
CNOT2	ATR
SUN2	ATR
ZSCAN5A	ATR
PHF14	ATR
CCDC82	ATR
SIAH1	ATR
EWSR1	ATR
MDC1	ATR
GPS1	ATR
VCP	ATR
SMARCC2	ATR
CCAR2	ATR
MARCKSL1	ATR
ABL2	ABL2
CEBPB	ABL2
MAPT	ABL2
PSMA7	ABL2
LGALS3	ABL2
PDGFRB	ABL2
SIVA1	ABL2
BLVRA	BLVRA
PRKCB	BLVRA
DSTN	LIMK1
ABL1	HCK
MAP2K3	MAP3K11
PIN1	MAP3K11
PDHA2	PDK3
BACE1	ROCK2
SORL1	ROCK2
PPP1R14A	ROCK2
SH3GL2	ROCK2
APP	ROCK2
LIMK2	ROCK2
CNN3	ROCK2
PPP1R14B	ROCK2
EEF1A1	ROCK2
BACH2	RPS6KB1
IRS1	RPS6KB1
FMR1	RPS6KB1
NDRG2	RPS6KB1
RPS6	RPS6KB1
GSK3B	RPS6KB1
PDCD4	RPS6KB1
TP63	RPS6KB1
DEPTOR	RPS6KB1
RPS6KB1	RPS6KB1
ESR1	RPS6KB1
MXD1	RPS6KB1
CAD	RPS6KB1
NCBP1	RPS6KB1
CCT2	RPS6KB1
RICTOR	RPS6KB1
POLDIP3	RPS6KB1
NFKBIA	MAP3K14
TRPM7	TRPM7
MYH9	TRPM7
EEF2K	TRPM7
TMOD1	TRPM7
PACSIN1	PAK6
FXR1	PAK1
ILK	PAK1
MAP3K1	PAK1
TBCB	PAK1
KIF2C	PAK1
ELF3	PAK1
GIT1	PAK1
PXN	PAK1
PLK1	PAK1
HIST1H3A	PAK1
ITGB3BP	PAK1
MYL9	PAK1
PCBP1	PAK1
CTTN	PAK1
DYNLL1	PAK1
SPEN	PAK1
AURKA	PAK1
PA2G4	PAK1
CTBP1	PAK1
VIM	PAK1
TRPM6	TRPM6
WNK1	WNK1
SLC12A6	WNK1
ARHGAP5	INSR
PIK3R3	INSR
PHB	INSR
NFKBIA	INSR
PPP2CA	INSR
RDX	MAP3K8
MAP2K3	MAP3K8
EZR	MAP3K8
ABL1	MAP3K8
CREB1	MAP3K8
EIF4G1	MAP3K8
MAP2K6	MAP3K8
EIF4EBP1	MAP3K8
PLK1	MAP3K8
RPS6KA1	MAP3K8
MSN	MAP3K8
CDK1	MAP3K8
HIST1H2BB	MAP3K8
CHEK1	MAP3K8
LATS1	NUAK2
DCX	MAPK9
MAPT	MAPK9
MYC	MAPK9
APP	MAPK9
PSEN1	MAPK9
RXRA	MAPK9
TOB1	MAPK9
BCL2L1	MAPK9
NFATC4	MAPK9
PDX1	MAPK9
BAZ1B	MAPK9
CDC25C	MAPK9
SLC6A4	MAPK9
TP53	MAPK9
APLP2	MAPK9
ABL1	LATS2
YWHAG	LATS2
YAP1	LATS2
SNAI1	LATS2
PRKAA1	CAMKK2
ZMYM2	FGFR1
PDP1	FGFR1
PDK1	FGFR1
LDHA	FGFR1
TBXA2R	ADRBK2
SSTR2	ADRBK2
MCM3	ATM
FANCI	ATM
PRKDC	ATM
SP1	ATM
UBR5	ATM
KHSRP	ATM
RRM2B	ATM
TAOK3	ATM
USP28	ATM
RFWD3	ATM
ZNF148	ATM
UIMC1	ATM
RASSF1	ATM
SLX4	ATM
PTEN	ATM
FUS	ATM
HUWE1	ATM
MED1	ATM
NABP2	ATM
RFWD2	ATM
RNF40	ATM
RNF20	ATM
CHD4	ATM
AVEN	ATM
MEN1	ATM
ZNF420	ATM
NUSAP1	ATM
RAD18	ATM
DBF4	ATM
PPP1R2	ATM
MAD1L1	ATM
WHSC1	ATM
USP34	ATM
SMC3	ATM
ZBTB2	ATM
TAOK1	ATM
TP63	ATM
USP15	ATM
APLF	ATM
BAG6	ATM
TDP1	ATM
FBXO31	ATM
HIF1A	ATM
USP10	ATM
EP300	ATM
TRIM28	ATM
NHEJ1	ATM
RIF1	ATM
DYRK2	ATM
AATF	ATM
SIAH1	ATM
EWSR1	ATM
CCDC6	ATM
BUB1	ATM
PBRM1	ATM
EYA3	ATM
SMARCC2	ATM
SMAD1	ATM
VCP	ATM
ITCH	SGK3
FLII	SGK3
SHC1	NTRK1
SHC3	NTRK1
EGFR	PKN3
CLIP1	PKN3
MAPT	MAPK13
CCND3	MAPK13
MYO3A	MYO3A
GRIN2A	FYN
ITCH	FYN
ABL1	FYN
CAV1	FYN
CHN2	FYN
BCR	FYN
CD3E	FYN
SKAP1	FYN
CRMP1	FYN
SCN5A	FYN
PECAM1	FYN
MAP2	FYN
RPS6KA3	FYN
PROM1	FYN
APP	FYN
TGFB1I1	FYN
AGAP2	FYN
MAPK14	FYN
CD300LF	FYN
FLOT1	FYN
PTGS2	FYN
FLOT2	FYN
H3F3A	FYN
SIGLEC10	FYN
PXN	FYN
FCGR2B	FYN
PTPRT	FYN
PTPN11	FYN
RTN4	FYN
CLIC5	FYN
ADD2	FYN
MAPT	FYN
DLG4	FYN
CD300LB	FYN
BLM	TTK
BUB1B	TTK
NFAT5	CSNK1A1L
HRH1	PRKCA
NOS3	PRKCA
TACSTD2	PRKCA
TOP1	PRKCA
NOX5	PRKCA
BEST1	PRKCA
NCF4	PRKCA
ANXA1	PRKCA
ITGB4	PRKCA
TRPV1	PRKCA
CYP3A4	PRKCA
PTPN1	PRKCA
MYL9	PRKCA
PLCG1	PRKCA
MAPT	PRKCA
SLC6A4	PRKCA
GNAZ	PRKCA
DTNB	PRKCA
ERBB2	PRKCA
CLDN4	PRKCA
MMP2	PRKCA
C5AR1	PRKCA
LRP1	PRKCA
ARHGDIA	PRKCA
ABCB1	PRKCA
SLC9A3R1	PRKCA
NR1H4	PRKCA
ADAM17	PRKCA
MBD4	PRKCA
KCNJ1	PRKCA
SRF	PRKCA
CFL1	PRKCA
EGLN2	PRKCA
PPARA	PRKCA
CDKN1A	PRKCA
KCNH2	PRKCA
ATF2	PRKCA
ARHGAP35	PRKCA
SPN	PRKCA
CTNND1	PRKCA
TRPV5	PRKCA
KIR3DL1	PRKCA
EIF6	PRKCA
TTN	PRKCA
GSK3B	PRKCA
MYH9	PRKCA
KCNE3	PRKCA
CTPS1	PRKCA
FSCN1	PRKCA
FXYD1	PRKCA
ELAVL1	PRKCA
PRKD3	PRKCA
AR	PRKCA
PDE3A	PRKCA
PLAU	PRKCA
CDKN2A	PRKCA
IL2RA	PRKCA
PPP2R5A	PRKCA
RPS6KB2	PRKCA
KCNAB2	PRKCA
AQP1	PRKCA
CD4	PRKCA
ACO1	PRKCA
PRKCE	PRKCA
RORA	PRKCA
SLC18A2	PRKCA
ADD2	PRKCA
RET	PRKCA
ITGB1	PRKCA
CFLAR	PRKCA
AKT1	PRKCA
NCF1	PRKCA
NOXA1	PRKCA
KCNC4	PRKCA
IQGAP1	PRKCA
NR2F6	PRKCA
TBXA2R	PRKCA
RALB	PRKCA
PPP1R1A	PRKCA
TUBA1C	PRKCA
ARHGDIB	PRKCA
PRKD1	PRKCA
AQP4	PRKCA
EGFR	PRKCA
GRK7	PRKCA
TFRC	PRKCA
KCNJ13	PRKCA
CLDN7	PRKCA
NCOR1	PRKCA
NR1I3	PRKCA
AHR	PRKCA
KCNJ4	PRKCA
ADD1	PRKCA
RSC1A1	PRKCA
GPSM2	PRKCA
NKX3-1	PRKCA
L1CAM	PRKCA
TP73	PRKCA
AFAP1	PRKCA
TRPM4	PRKCA
FBXW7	PRKCA
VDR	PRKCA
F3	PRKCA
CD44	PRKCA
PLD2	PRKCA
PRKD2	PRKCA
TXN	PRKCA
GSTA4	PRKCA
PPP1R14B	PRKCA
EP300	PRKCA
IKBKB	PRKCA
PLEK	PRKCA
HIST1H2BB	PRKCA
NPHS1	PRKCA
CD3G	PRKCA
PFKFB3	PRKCA
EIF2S3	PRKCA
KCNMA1	PRKCA
GSTP1	PRKCA
PLCB3	PRKCA
TAGLN	PRKCA
CYBA	PRKCA
VASP	PRKCA
BDKRB2	PRKCA
BNC1	PRKCA
NMNAT1	PRKCA
KRT20	PRKCA
CD226	PRKCA
MET	PRKCA
KCNA5	PRKCA
FRAT1	PRKCA
PRH1	MAP4K2
EZR	MST4
PDCD10	MST4
TUBG1	BRSK1
